"subject" "activityname" "featJerk" "featMag" "featDomain" "featinstrument" "featvariable" "featacceleration" "axis" "value"
1 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.712340539795918
2 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.981168070851064
3 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.180911332804082
4 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.543234719777778
5 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.681026432234043
6 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.6257925368125
7 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.506515542021277
8 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.417728693581579
9 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.809427750714286
10 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.681728563684211
11 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.732678276521739
12 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.642525555652174
13 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.988425396595745
14 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.352153387088889
15 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.285402755892143
16 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.733675254042553
17 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.694708558434783
18 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.780693933127273
19 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.534259859248718
20 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.543782712155556
21 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.694915746222222
22 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.420718192272222
23 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.616625636185185
24 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.621549344109091
25 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.580690680234483
26 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.523726686508
27 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.486769750972727
28 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.705284398913044
29 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.825508670041667
30 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.553650990403226
1 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.49745289264717
2 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.7046241075
3 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.306063427944068
4 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.742881290566346
5 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.971839721276596
6 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.614924966392157
7 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.616092624441177
8 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.375967416097561
9 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.810700224897959
10 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.534587437648936
11 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.593057992911111
12 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.684148371153846
13 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.890697859454545
14 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.487717686555556
15 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.475951258397917
16 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.618805349313725
17 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.850307150229167
18 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.971331869655172
19 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.4977548503125
20 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.894547986196078
21 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.652906519174468
22 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.392493882142857
23 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.666584087817647
24 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.505201945447115
25 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.766282675076923
26 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.502386081890909
27 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.56807797653451
28 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.712289018627451
29 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.425200753761225
30 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Accelerometer" "SD" "Body" "NA" -0.712783459846154
1 "LAYING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.56465354106
2 "LAYING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.532766760729167
3 "LAYING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.611353904548387
4 "LAYING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.584600907407407
5 "LAYING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.596691613846154
6 "LAYING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.574993637280702
7 "LAYING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.520221507038461
8 "LAYING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.570371206464815
9 "LAYING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.42811979322
10 "LAYING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.704431818448276
11 "LAYING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.520358138421053
12 "LAYING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.955443682933333
13 "LAYING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.378546028080645
14 "LAYING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.575021845843137
15 "LAYING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.618495554314722
16 "LAYING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.530149872614286
17 "LAYING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.589545231097183
18 "LAYING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.534543196707692
19 "LAYING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.480810076789157
20 "LAYING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.542707543416176
21 "LAYING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.742504156555556
22 "LAYING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.553170537486111
23 "LAYING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.703675358333333
24 "LAYING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.660359838055556
25 "LAYING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.6110065822
26 "LAYING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.679445409776316
27 "LAYING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.796108318513513
28 "LAYING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.78120713975
29 "LAYING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.962440366521739
30 "LAYING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.365573804328857
1 "SITTING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.595733734723404
2 "SITTING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.327144907369565
3 "SITTING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.678951252307692
4 "SITTING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.6899826616
5 "SITTING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.593720616818182
6 "SITTING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.682766296363636
7 "SITTING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.5383854311875
8 "SITTING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.596544998304348
9 "SITTING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.61019827748
10 "SITTING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.658805087592593
11 "SITTING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.590914653641509
12 "SITTING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.792346233333333
13 "SITTING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.657358420326531
14 "SITTING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.571364052014815
15 "SITTING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.68313995420339
16 "SITTING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.316162219710145
17 "SITTING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.615956753953125
18 "SITTING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.566971896052632
19 "SITTING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.58074174960274
20 "SITTING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.548520648257576
21 "SITTING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.820582487764706
22 "SITTING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.625717647419355
23 "SITTING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.699301952352941
24 "SITTING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.652749747647059
25 "SITTING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.708259561076923
26 "SITTING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.635697561282051
27 "SITTING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.299100327757143
28 "SITTING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.353677155347222
29 "SITTING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.565829703333333
30 "SITTING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.507300022451613
1 "STANDING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.155482920269811
2 "STANDING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.442637656314815
3 "STANDING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.686478701311475
4 "STANDING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.725006210535714
5 "STANDING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.612556216964286
6 "STANDING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.724957655087719
7 "STANDING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.661257772075472
8 "STANDING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.461140271666667
9 "STANDING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.721120922444444
10 "STANDING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.794812151818182
11 "STANDING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.222940341808511
12 "STANDING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.481136526491803
13 "STANDING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.695244268596491
14 "STANDING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.856743347833333
15 "STANDING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.639187587735849
16 "STANDING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.617624886051282
17 "STANDING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.286124104711538
18 "STANDING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.632145256712329
19 "STANDING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.694297339315069
20 "STANDING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.68832731739726
21 "STANDING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.325027686921348
22 "STANDING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.772049093015873
23 "STANDING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.907025353529412
24 "STANDING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.618523644927536
25 "STANDING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.845680652837838
26 "STANDING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.700638197297297
27 "STANDING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.611971702975
28 "STANDING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.479090460177215
29 "STANDING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.407967317276923
30 "STANDING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.59950606559322
1 "WALKING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.641316578526316
2 "WALKING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.9714822
3 "WALKING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.498248768386207
4 "WALKING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.507495924995
5 "WALKING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.461193998944643
6 "WALKING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.543673844701754
7 "WALKING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.437835121298246
8 "WALKING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.475152467583333
9 "WALKING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.466316895
10 "WALKING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.372921968660377
11 "WALKING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.618581982440678
12 "WALKING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.8194342868
13 "WALKING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.799590355035088
14 "WALKING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.573260735135593
15 "WALKING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.0988636074444444
16 "WALKING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.628927087843137
17 "WALKING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.478515032011475
18 "WALKING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.3905758447875
19 "WALKING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.840567965961538
20 "WALKING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.411967072117647
21 "WALKING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.608932747307692
22 "WALKING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.510742234363913
23 "WALKING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.569565781220339
24 "WALKING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.570178769224138
25 "WALKING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.5242247255
26 "WALKING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.611634154135593
27 "WALKING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.727834040877193
28 "WALKING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.612062265796296
29 "WALKING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.94834260754717
30 "WALKING" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.579253855387692
1 "WALKING_DOWNSTAIRS" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.563867644102041
2 "WALKING_DOWNSTAIRS" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.938012626382979
3 "WALKING_DOWNSTAIRS" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.232469133795918
4 "WALKING_DOWNSTAIRS" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.502208832577778
5 "WALKING_DOWNSTAIRS" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.593871549012766
6 "WALKING_DOWNSTAIRS" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.540443920875
7 "WALKING_DOWNSTAIRS" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.329485371276596
8 "WALKING_DOWNSTAIRS" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.271898579210526
9 "WALKING_DOWNSTAIRS" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.749808961666667
10 "WALKING_DOWNSTAIRS" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.510383877552632
11 "WALKING_DOWNSTAIRS" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.611330632608696
12 "WALKING_DOWNSTAIRS" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.708060934565217
13 "WALKING_DOWNSTAIRS" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.976092224042553
14 "WALKING_DOWNSTAIRS" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.335875540955556
15 "WALKING_DOWNSTAIRS" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.360437685928571
16 "WALKING_DOWNSTAIRS" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.619944361489362
17 "WALKING_DOWNSTAIRS" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.699972751217391
18 "WALKING_DOWNSTAIRS" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.743938048
19 "WALKING_DOWNSTAIRS" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.617319206410256
20 "WALKING_DOWNSTAIRS" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.425143917555556
21 "WALKING_DOWNSTAIRS" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.414976885933333
22 "WALKING_DOWNSTAIRS" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.287375064166667
23 "WALKING_DOWNSTAIRS" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.471749447203704
24 "WALKING_DOWNSTAIRS" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.541219819909091
25 "WALKING_DOWNSTAIRS" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.390647979022414
26 "WALKING_DOWNSTAIRS" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.54393756342
27 "WALKING_DOWNSTAIRS" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.52943273975
28 "WALKING_DOWNSTAIRS" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.63639327173913
29 "WALKING_DOWNSTAIRS" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.854122582041667
30 "WALKING_DOWNSTAIRS" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.599986349672258
1 "WALKING_UPSTAIRS" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.367266125037736
2 "WALKING_UPSTAIRS" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.699831165416667
3 "WALKING_UPSTAIRS" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.416945075254237
4 "WALKING_UPSTAIRS" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.713669338269231
5 "WALKING_UPSTAIRS" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.923183178085106
6 "WALKING_UPSTAIRS" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.530538175333333
7 "WALKING_UPSTAIRS" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.590051556470588
8 "WALKING_UPSTAIRS" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.247350658780488
9 "WALKING_UPSTAIRS" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.723470434897959
10 "WALKING_UPSTAIRS" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.299478982319149
11 "WALKING_UPSTAIRS" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.494812568867222
12 "WALKING_UPSTAIRS" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.699046788269231
13 "WALKING_UPSTAIRS" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.889817889090909
14 "WALKING_UPSTAIRS" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.466003715944444
15 "WALKING_UPSTAIRS" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.44599271024325
16 "WALKING_UPSTAIRS" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.495822699586275
17 "WALKING_UPSTAIRS" "NA" "Magnitude" "Time" "Accelerometer" "SD" "Body" "NA" -0.859059598958333
